length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight,sx_F,sx_I,sx_M
0.48,0.37,0.12,514.0,0.2075,131.0,155.0,0,1,0
0.5,385.0,0.15,0.6265,0.2605,0.1665,0.16,0,1,0
525.0,405.0,0.15,795.0,0.3075,205.0,255.0,0,1,0
0.66,0.5,165.0,1.1905,0.4585,298.0,0.37,1,0,0
0.66,0.53,0.17,1326.0,519.0,0.2625,0.44,1,0,0
0.52,0.4,145.0,0.66,267.0,0.1055,0.22,0,1,0
0.44,0.34,105.0,364.0,148.0,0.0805,0.1175,1,0,0
515.0,0.4,0.12,659.0,0.2705,179.0,0.17,0,1,0
475.0,0.35,115.0,452.0,0.1715,92.0,155.0,1,0,0
545.0,415.0,0.15,0.7335,0.2795,163.0,0.2185,1,0,0
0.35,255.0,65.0,179.0,0.0705,0.0385,0.06,0,0,1
435.0,0.33,125.0,406.0,0.1685,0.1055,96.0,0,1,0
0.28,0.21,0.08,0.1085,41.0,0.0265,0.0345,0,0,1
0.41,0.32,115.0,387.0,165.0,0.1005,0.0985,1,0,0
0.45,0.35,0.14,474.0,0.21,109.0,0.1275,0,1,0
0.57,0.44,0.14,0.9535,0.3785,201.0,305.0,1,0,0
0.56,425.0,0.14,0.9175,0.4005,0.1975,0.26,0,1,0
585.0,435.0,175.0,982.0,0.4055,0.2495,0.27,1,0,0
0.55,425.0,0.15,806.0,376.0,171.0,245.0,0,1,0
645.0,525.0,0.19,1.4635,0.6615,0.3435,435.0,1,0,0
0.41,305.0,0.1,363.0,0.1735,65.0,0.11,1,0,0
405.0,0.31,0.12,0.3095,138.0,58.0,95.0,1,0,0
0.51,0.4,0.15,745.0,0.2865,0.1675,235.0,0,1,0
0.37,0.29,115.0,0.25,111.0,57.0,75.0,1,0,0
525.0,0.41,175.0,874.0,0.3585,207.0,205.0,0,1,0
0.66,0.52,0.18,1514.0,526.0,0.2975,0.42,1,0,0
535.0,0.42,0.15,0.6995,0.2575,153.0,0.24,0,0,1
0.55,0.43,0.14,0.7135,0.2565,186.0,225.0,1,0,0
605.0,0.47,0.14,939.0,0.3385,201.0,0.32,0,1,0
605.0,495.0,145.0,1054.0,369.0,0.2255,0.36,0,1,0
535.0,0.42,145.0,926.0,398.0,0.1965,0.25,0,1,0
385.0,315.0,0.11,286.0,0.1225,0.0635,0.0835,1,0,0
0.39,0.3,0.1,265.0,0.1075,0.06,0.0865,1,0,0
0.47,345.0,115.0,0.4885,0.2005,108.0,166.0,0,1,0
515.0,0.39,0.14,0.5555,0.2,0.1135,0.2235,0,1,0
345.0,0.27,0.09,195.0,78.0,0.0455,59.0,0,0,1
0.35,265.0,0.09,0.1775,0.0575,42.0,68.0,0,0,1
0.44,345.0,0.17,0.4085,0.15,0.0825,0.1515,1,0,0
325.0,0.24,75.0,155.0,0.0475,0.0355,0.06,0,0,1
0.45,0.35,145.0,525.0,0.2085,0.1,0.1655,0,1,0
415.0,345.0,135.0,0.3865,128.0,0.07,148.0,0,0,1
0.32,0.24,85.0,0.17,0.0655,47.0,49.0,0,0,1
0.31,225.0,75.0,0.1295,0.0455,0.0335,44.0,0,0,1
235.0,0.17,55.0,0.0515,18.0,0.0105,0.0195,0,0,1
345.0,255.0,0.08,169.0,0.06,0.0425,54.0,0,0,1
485.0,0.38,0.14,673.0,0.2175,0.13,195.0,0,1,0
0.5,385.0,105.0,498.0,0.1795,0.1095,0.17,1,0,0
465.0,0.36,105.0,498.0,214.0,116.0,0.14,0,1,0
0.38,305.0,95.0,0.2815,0.1255,0.0525,0.09,1,0,0
0.53,415.0,145.0,944.0,0.3845,185.0,265.0,0,1,0
475.0,365.0,115.0,0.49,223.0,0.1235,0.1335,0,1,0
0.43,0.34,0.12,391.0,0.1555,95.0,0.1405,1,0,0
0.47,0.36,0.13,0.5225,198.0,0.1065,165.0,0,1,0
355.0,265.0,0.09,168.0,0.05,41.0,63.0,0,0,1
0.38,235.0,0.1,258.0,0.1055,54.0,0.08,0,0,1
0.44,345.0,0.12,487.0,0.1965,108.0,0.16,0,1,0
325.0,0.24,85.0,173.0,0.0795,38.0,0.05,0,0,1
0.62,485.0,0.18,1.1785,0.4675,0.2655,0.39,0,1,0
0.59,0.45,0.16,0.9,358.0,156.0,315.0,1,0,0
0.33,215.0,75.0,0.1145,45.0,0.0265,35.0,0,0,1
0.48,375.0,145.0,777.0,216.0,0.13,0.17,0,0,1
0.46,0.35,0.12,0.4885,193.0,105.0,155.0,0,1,0
475.0,0.36,125.0,447.0,0.1695,81.0,0.14,1,0,0
0.47,0.35,0.13,466.0,0.1845,99.0,145.0,0,1,0
0.31,225.0,0.08,0.1345,54.0,24.0,0.05,0,0,1
0.37,0.28,0.11,0.2305,0.0945,0.0465,75.0,1,0,0
295.0,215.0,75.0,129.0,0.05,0.0295,0.04,0,0,1
555.0,435.0,165.0,0.97,336.0,0.2315,295.0,1,0,0
615.0,515.0,0.17,1.14,0.4305,0.2245,0.42,1,0,0
0.58,0.49,195.0,1.3165,0.5305,254.0,0.41,0,1,0
585.0,475.0,185.0,0.9585,0.4145,0.1615,0.33,1,0,0
0.65,525.0,0.18,1626.0,597.0,0.3445,0.53,0,1,0
0.38,305.0,105.0,281.0,0.1045,0.0615,0.09,1,0,0
0.45,355.0,0.12,412.0,0.1145,0.0665,0.16,0,1,0
395.0,295.0,95.0,0.2245,78.0,54.0,0.08,1,0,0
455.0,0.35,0.12,0.4835,0.1815,144.0,0.16,0,0,1
485.0,0.38,0.15,605.0,0.2155,0.14,0.18,1,0,0
0.55,425.0,155.0,0.9175,0.2775,243.0,335.0,0,0,1
475.0,385.0,145.0,0.6175,235.0,108.0,215.0,0,0,1
0.5,0.38,155.0,655.0,0.2405,143.0,205.0,1,0,0
0.53,0.41,165.0,0.8115,0.24,169.0,0.24,1,0,0
0.49,385.0,0.15,0.7865,241.0,0.14,0.24,1,0,0
0.52,395.0,0.18,0.64,158.0,0.11,245.0,1,0,0
0.54,415.0,145.0,0.74,0.2635,168.0,245.0,0,0,1
0.5,375.0,115.0,0.5945,185.0,148.0,0.19,1,0,0
0.45,0.38,165.0,0.8165,0.25,0.1915,265.0,1,0,0
0.37,275.0,0.1,0.2295,0.0885,0.0465,0.07,0,1,0
435.0,325.0,115.0,0.3915,154.0,94.0,0.12,1,0,0
535.0,405.0,185.0,0.8345,0.3175,0.1725,0.29,0,0,1
0.51,0.4,0.14,0.6515,0.2455,0.1665,185.0,0,0,1
565.0,0.44,185.0,909.0,344.0,0.2325,255.0,0,0,1
525.0,0.4,0.17,0.7305,279.0,0.2055,195.0,0,0,1
0.59,0.44,0.15,0.9555,366.0,0.2425,295.0,0,0,1
0.5,375.0,0.15,636.0,0.2535,145.0,0.19,0,0,1
255.0,0.19,75.0,0.0865,0.0345,0.0205,25.0,0,1,0
0.38,0.29,0.12,283.0,0.1175,0.0655,85.0,0,0,1
165.0,0.11,0.02,19.0,0.0065,0.0025,5.0,0,1,0
385.0,285.0,105.0,0.2905,0.1215,0.0685,0.0875,0,0,1
0.48,385.0,135.0,536.0,0.1895,142.0,173.0,1,0,0
445.0,0.33,105.0,0.4525,0.18,103.0,123.0,1,0,0
395.0,295.0,115.0,316.0,0.1205,0.0595,0.1105,0,0,1
415.0,325.0,0.14,417.0,0.1535,0.1015,144.0,0,0,1
315.0,0.25,0.09,203.0,0.0615,37.0,0.0795,0,0,1
0.36,295.0,0.13,0.2765,0.0895,57.0,0.1005,0,0,1
295.0,225.0,0.09,0.1105,0.0405,0.0245,32.0,0,1,0
325.0,0.25,0.08,176.0,0.0595,0.0355,63.0,0,1,0
375.0,0.3,0.1,0.2465,104.0,0.0475,83.0,0,0,1
0.28,205.0,55.0,0.1135,45.0,0.0275,0.0335,0,1,0
0.35,255.0,0.08,0.1915,0.08,0.0385,63.0,0,0,1
275.0,0.2,65.0,0.1035,0.0475,0.0205,0.03,0,1,0
0.25,0.19,0.06,0.0765,36.0,0.0115,0.0245,0,1,0
0.18,125.0,35.0,0.0265,0.0095,0.0055,0.0085,0,1,0
0.16,0.11,25.0,18.0,0.0065,0.0055,5.0,0,1,0
555.0,0.44,0.15,1092.0,416.0,212.0,0.4405,0,0,1
525.0,0.41,0.13,0.99,0.3865,243.0,295.0,0,0,1
465.0,0.36,0.08,488.0,191.0,125.0,155.0,0,0,1
0.4,305.0,85.0,297.0,108.0,0.0705,0.1,0,0,1
0.48,375.0,105.0,525.0,0.2185,0.1195,155.0,1,0,0
505.0,0.4,125.0,0.77,0.2735,159.0,255.0,0,0,1
0.52,0.4,0.12,823.0,298.0,0.1805,265.0,0,0,1
505.0,0.38,0.13,656.0,227.0,0.1785,0.22,0,0,1
525.0,425.0,0.12,0.8665,0.2825,176.0,0.29,0,0,1
0.51,0.39,125.0,0.6565,262.0,0.1835,175.0,0,0,1
0.52,405.0,125.0,0.6435,0.2415,0.1735,0.21,1,0,0
535.0,0.41,135.0,862.0,0.2855,0.1525,0.32,0,0,1
445.0,345.0,0.09,0.3795,143.0,74.0,125.0,0,0,1
0.53,0.44,205.0,835.0,0.32,0.2175,245.0,0,0,1
535.0,0.42,0.15,0.7365,0.2785,186.0,215.0,1,0,0
0.66,0.52,0.2,1676.0,673.0,0.4805,0.45,1,0,0
0.52,385.0,0.14,0.6595,0.2485,0.2035,0.16,0,0,1
535.0,0.42,0.13,0.8055,301.0,181.0,0.28,0,0,1
695.0,515.0,175.0,1.5165,578.0,0.4105,0.39,0,0,1
0.51,0.39,105.0,612.0,187.0,0.15,195.0,1,0,0
605.0,0.46,0.17,1122.0,347.0,0.3045,315.0,1,0,0
0.58,455.0,165.0,1.1365,369.0,0.3005,275.0,1,0,0
0.65,515.0,175.0,1.4805,0.5295,272.0,525.0,0,0,1
0.62,505.0,185.0,1.5275,0.69,368.0,0.35,0,0,1
615.0,525.0,155.0,1.1375,367.0,236.0,0.37,0,0,1
605.0,495.0,0.19,1437.0,469.0,0.2655,0.41,1,0,0
585.0,405.0,0.15,1.2565,435.0,202.0,325.0,0,0,1
0.55,0.44,155.0,946.0,313.0,0.1825,335.0,1,0,0
0.64,0.51,0.19,1613.0,0.6215,361.0,0.47,0,0,1
0.61,0.47,145.0,1153.0,403.0,296.0,0.32,1,0,0
0.59,445.0,0.13,1.1325,0.3825,234.0,0.32,1,0,0
345.0,0.27,95.0,197.0,0.0665,0.05,0.07,0,0,1
0.53,425.0,0.17,949.0,0.3485,0.2395,278.0,1,0,0
0.53,455.0,165.0,0.9805,0.3155,0.2815,0.2965,1,0,0
385.0,275.0,115.0,0.2685,0.0975,0.0825,85.0,0,0,1
455.0,0.34,135.0,462.0,0.1675,158.0,0.12,0,0,1
0.49,0.38,0.14,0.7605,245.0,167.0,185.0,0,0,1
0.53,0.41,165.0,732.0,189.0,0.17,0.31,0,0,1
505.0,385.0,145.0,0.6775,236.0,179.0,0.2,0,0,1
0.49,0.38,0.14,0.6385,0.2305,142.0,195.0,0,0,1
0.47,0.36,145.0,537.0,0.1725,0.1375,195.0,1,0,0
515.0,435.0,145.0,0.8815,292.0,206.0,255.0,0,0,1
385.0,0.28,125.0,244.0,102.0,38.0,85.0,0,1,0
215.0,155.0,0.06,0.0525,21.0,0.0165,15.0,0,1,0
515.0,0.39,0.13,0.5755,0.1975,0.13,0.1845,1,0,0
495.0,385.0,135.0,709.0,211.0,0.1375,262.0,0,0,1
0.6,465.0,165.0,0.8875,309.0,246.0,262.0,1,0,0
485.0,375.0,135.0,556.0,0.1925,0.1315,0.1685,1,0,0
575.0,0.45,165.0,0.9215,0.3275,225.0,256.0,0,0,1
0.58,465.0,0.16,1.0345,315.0,0.26,0.3635,0,0,1
515.0,405.0,145.0,695.0,215.0,0.1635,234.0,0,0,1
0.53,0.41,155.0,0.7155,0.2805,0.1685,214.0,0,0,1
0.44,335.0,0.11,394.0,157.0,96.0,122.0,0,0,1
425.0,345.0,0.11,0.3665,125.0,81.0,117.0,1,0,0
0.46,0.34,135.0,495.0,0.1655,117.0,185.0,0,0,1
0.37,275.0,0.1,0.22,94.0,45.0,65.0,0,1,0
515.0,0.38,135.0,0.6615,0.2875,0.2095,155.0,0,0,1
0.28,205.0,0.07,0.1015,41.0,0.03,0.03,0,1,0
0.48,0.4,125.0,759.0,0.2125,179.0,0.24,1,0,0
0.44,0.34,0.13,0.4195,153.0,0.1155,0.13,1,0,0
0.52,0.41,115.0,807.0,0.2855,179.0,235.0,1,0,0
505.0,405.0,0.14,875.0,0.2665,174.0,285.0,0,0,1
235.0,175.0,55.0,67.0,27.0,0.0125,18.0,0,1,0
255.0,185.0,0.06,88.0,0.0365,21.0,23.0,0,1,0
315.0,0.24,85.0,0.1715,71.0,0.0345,0.0535,0,1,0
325.0,0.25,0.08,0.1735,0.0765,0.0345,49.0,0,1,0
0.35,0.27,0.09,0.2055,75.0,0.0575,62.0,0,1,0
0.35,0.25,0.07,0.18,0.0655,48.0,54.0,0,1,0
0.37,275.0,0.14,0.2215,97.0,0.0455,0.0615,0,1,0
0.38,275.0,95.0,0.1375,86.0,0.0585,0.0605,0,1,0
385.0,0.29,95.0,312.0,143.0,0.0635,86.0,0,1,0
385.0,0.3,0.1,0.2895,0.1215,63.0,0.09,0,1,0
395.0,0.29,95.0,319.0,138.0,0.08,82.0,0,1,0
0.4,0.31,0.1,306.0,0.13,0.06,94.0,0,1,0
0.41,325.0,0.1,394.0,208.0,0.0655,106.0,0,1,0
415.0,0.32,0.11,0.3735,175.0,0.0755,109.0,0,1,0
415.0,305.0,0.1,325.0,156.0,0.0505,91.0,0,0,1
425.0,325.0,0.1,398.0,0.1185,0.0645,0.0945,0,1,0
0.44,365.0,115.0,501.0,0.2435,84.0,0.1465,0,1,0
445.0,335.0,0.1,0.4895,0.2745,86.0,0.1105,0,1,0
445.0,325.0,0.1,378.0,0.1795,0.1,89.0,0,1,0
0.45,0.35,0.13,547.0,245.0,0.1405,0.1405,0,1,0
0.47,375.0,0.12,0.5805,266.0,0.0935,169.0,0,0,1
485.0,355.0,105.0,498.0,0.2175,96.0,0.1525,0,1,0
495.0,0.41,125.0,0.7555,0.3355,129.0,214.0,1,0,0
0.5,0.4,125.0,0.5975,0.27,0.1275,166.0,0,0,1
505.0,0.44,0.14,0.8275,0.3415,0.1855,239.0,0,0,1
525.0,395.0,0.13,0.7635,0.3375,0.1425,225.0,0,0,1
0.54,405.0,125.0,891.0,0.4815,0.1915,202.0,0,0,1
0.54,0.42,0.14,805.0,369.0,0.1725,0.21,1,0,0
545.0,0.44,135.0,0.9185,429.0,0.2015,0.2375,1,0,0
0.55,0.45,0.15,1.0145,407.0,0.2015,0.2875,0,0,1
0.55,0.45,0.15,875.0,362.0,0.1755,0.2765,1,0,0
565.0,0.45,155.0,1.0595,0.4735,0.24,265.0,0,0,1
0.57,455.0,0.15,952.0,0.3895,0.2155,0.2745,0,0,1
0.57,435.0,0.13,0.7535,349.0,0.1755,194.0,0,0,1
575.0,465.0,0.14,958.0,442.0,0.1815,0.2705,1,0,0
0.59,0.46,0.13,1102.0,455.0,0.2055,0.33,0,0,1
595.0,0.48,0.15,1.11,498.0,228.0,0.33,1,0,0
595.0,0.48,0.16,1.2095,0.5225,296.0,0.32,1,0,0
595.0,475.0,0.16,1.1405,547.0,231.0,271.0,1,0,0
595.0,465.0,0.14,1113.0,0.5175,244.0,305.0,1,0,0
0.6,475.0,175.0,1.3445,549.0,0.2875,0.36,0,0,1
0.6,475.0,155.0,1.21,653.0,0.1695,0.3205,1,0,0
0.6,495.0,175.0,1.29,606.0,276.0,0.3445,0,0,1
605.0,455.0,0.16,1.1035,421.0,0.3015,325.0,0,0,1
615.0,0.5,175.0,1377.0,0.5585,0.33,292.0,1,0,0
615.0,0.52,0.15,1.3435,629.0,0.2605,345.0,1,0,0
615.0,0.51,0.15,1296.0,545.0,0.3315,0.32,0,0,1
615.0,505.0,165.0,1.34,0.5315,0.2815,0.41,0,0,1
0.62,505.0,0.16,1.3725,0.6285,275.0,0.3685,1,0,0
0.62,0.5,165.0,1307.0,0.6355,0.2545,315.0,0,0,1
625.0,0.49,155.0,1.2085,465.0,162.0,411.0,1,0,0
625.0,0.49,0.2,1.3825,0.5895,285.0,381.0,1,0,0
635.0,0.51,0.17,1.3555,619.0,305.0,0.39,0,0,1
635.0,0.5,0.15,1376.0,0.6495,361.0,0.31,1,0,0
635.0,485.0,165.0,1.2945,668.0,0.2605,0.2715,1,0,0
0.64,0.51,165.0,1486.0,0.7595,332.0,321.0,1,0,0
0.65,525.0,175.0,1.4715,675.0,315.0,399.0,0,0,1
655.0,0.52,165.0,1.4095,586.0,291.0,405.0,0,0,1
0.66,0.52,0.19,1558.0,755.0,298.0,0.4,0,0,1
675.0,525.0,155.0,1.4785,628.0,0.3405,0.42,1,0,0
0.68,0.56,195.0,1.7775,861.0,322.0,415.0,1,0,0
695.0,0.56,0.22,1834.0,0.8455,422.0,455.0,1,0,0
0.24,175.0,65.0,0.0665,31.0,0.0135,17.0,0,1,0
265.0,195.0,0.06,92.0,0.0345,25.0,0.0245,0,1,0
0.28,0.12,75.0,117.0,0.0455,29.0,0.0345,0,1,0
295.0,0.23,0.08,0.1625,65.0,0.05,0.0385,0,1,0
0.3,235.0,0.08,131.0,0.05,0.0265,43.0,0,1,0
0.3,0.23,95.0,0.1385,56.0,0.0365,37.0,0,1,0
305.0,0.22,0.07,141.0,62.0,31.0,37.0,0,1,0
315.0,235.0,75.0,0.1485,0.0585,0.0375,0.0425,0,1,0
0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,0,1,0
325.0,0.24,75.0,187.0,0.0825,0.0445,0.05,0,1,0
335.0,0.25,75.0,186.0,0.0945,38.0,0.0445,0,1,0
0.34,0.25,75.0,0.1785,0.0665,0.0455,45.0,0,1,0
0.34,0.25,0.07,0.2225,104.0,0.0425,55.0,0,1,0
0.37,0.29,95.0,249.0,0.1045,58.0,67.0,0,1,0
0.37,0.28,95.0,0.2865,0.1505,69.0,0.0795,0,1,0
375.0,0.28,0.09,215.0,84.0,0.06,55.0,0,1,0
0.41,305.0,0.09,0.3535,157.0,0.0745,0.1,0,1,0
0.41,0.31,0.09,0.3335,0.1635,61.0,91.0,0,1,0
0.42,0.32,115.0,376.0,169.0,92.0,0.1,0,1,0
0.42,315.0,0.1,0.3435,157.0,0.0795,0.09,0,1,0
425.0,315.0,0.1,377.0,0.1645,72.0,105.0,0,1,0
0.43,325.0,0.1,0.3645,0.1575,0.0825,105.0,0,1,0
435.0,325.0,0.12,0.3995,0.1815,61.0,0.1125,0,1,0
435.0,0.34,115.0,0.3925,0.1825,78.0,0.1145,0,1,0
0.44,345.0,0.13,0.4495,209.0,0.0835,134.0,0,1,0
0.44,325.0,0.09,0.35,148.0,67.0,105.0,0,1,0
445.0,335.0,0.11,0.4355,0.2025,0.1095,0.1195,1,0,0
455.0,355.0,125.0,0.5325,225.0,126.0,0.1465,0,1,0
465.0,0.35,125.0,482.0,0.23,106.0,0.1095,1,0,0
0.47,365.0,0.12,612.0,327.0,0.15,0.14,0,0,1
0.47,365.0,0.12,582.0,0.29,92.0,146.0,1,0,0
475.0,0.37,125.0,537.0,222.0,0.1215,0.15,0,0,1
475.0,0.36,0.12,0.5915,0.3245,0.11,127.0,1,0,0
0.48,375.0,115.0,0.6765,0.3205,0.1065,0.17,0,0,1
0.48,365.0,0.12,0.6015,312.0,117.0,0.14,0,0,1
485.0,0.37,115.0,0.4785,0.1995,0.0955,129.0,1,0,0
0.49,385.0,125.0,649.0,0.32,124.0,0.1695,0,0,1
495.0,395.0,135.0,0.6335,0.3035,0.1295,0.1495,0,0,1
495.0,0.4,135.0,0.61,272.0,0.1435,144.0,0,0,1
0.5,385.0,0.12,0.56,0.2835,103.0,135.0,0,1,0
0.5,385.0,135.0,0.6425,0.3195,129.0,0.1535,0,0,1
0.5,0.4,125.0,0.6725,336.0,0.12,0.1825,0,0,1
505.0,0.39,0.13,674.0,0.3165,141.0,0.1785,1,0,0
505.0,355.0,125.0,601.0,0.25,0.1205,185.0,0,1,0
0.51,0.39,135.0,769.0,0.3935,0.1455,0.19,0,0,1
0.51,405.0,135.0,769.0,0.3655,0.1585,0.18,0,1,0
0.51,405.0,0.15,0.7035,347.0,134.0,0.1885,0,0,1
0.51,0.41,145.0,796.0,0.3865,0.1815,0.1955,0,0,1
515.0,0.43,0.14,834.0,367.0,0.2,0.23,1,0,0
515.0,0.39,155.0,0.7125,0.3695,137.0,155.0,0,0,1
525.0,415.0,0.14,724.0,0.3475,173.0,175.0,1,0,0
0.53,425.0,0.13,0.7585,325.0,197.0,205.0,1,0,0
0.53,405.0,125.0,0.6515,0.2715,0.1605,186.0,0,0,1
535.0,0.4,135.0,0.8215,0.3935,196.0,205.0,1,0,0
535.0,0.43,0.14,0.7165,0.2855,0.1595,0.2155,0,0,1
535.0,435.0,0.14,874.0,0.3735,229.0,0.2195,0,0,1
0.55,0.43,0.14,0.8105,368.0,161.0,275.0,1,0,0
0.56,455.0,0.16,967.0,0.4525,207.0,274.0,1,0,0
565.0,0.4,0.13,0.6975,0.3075,0.1665,0.18,1,0,0
0.57,0.45,155.0,1195.0,0.5625,0.2565,295.0,0,0,1
0.57,0.45,155.0,1.1935,513.0,0.21,343.0,0,0,1
0.57,455.0,0.15,1107.0,0.54,255.0,0.27,1,0,0
0.57,445.0,0.14,1.0635,0.5265,0.2195,0.24,0,0,1
575.0,475.0,0.16,1114.0,0.4955,0.2745,0.29,0,0,1
575.0,0.46,0.16,1103.0,538.0,221.0,249.0,1,0,0
0.58,0.46,0.18,1.0515,0.4095,0.2595,276.0,1,0,0
0.58,455.0,0.15,1012.0,0.4985,0.2115,0.2835,0,0,1
0.58,0.45,145.0,1137.0,0.5585,0.22,0.29,1,0,0
0.58,0.49,0.13,1.1335,586.0,0.2565,237.0,0,0,1
0.59,465.0,155.0,1136.0,0.5245,0.2615,275.0,0,0,1
0.59,455.0,145.0,1063.0,0.5155,0.2445,0.25,1,0,0
595.0,0.47,155.0,1121.0,0.4515,178.0,155.0,1,0,0
595.0,0.46,0.14,1.0045,0.4655,0.2095,0.2515,1,0,0
595.0,455.0,0.15,1044.0,518.0,0.2205,0.27,0,0,1
605.0,0.49,0.15,1.1345,0.5265,0.2645,295.0,1,0,0
605.0,475.0,155.0,1161.0,572.0,0.2455,275.0,0,0,1
605.0,0.47,165.0,1.2315,0.6025,262.0,0.2925,0,0,1
0.61,0.47,0.15,1.1625,565.0,258.0,0.3085,0,0,1
0.61,475.0,155.0,1168.0,554.0,239.0,0.3295,0,0,1
615.0,0.48,0.16,1.2525,585.0,0.2595,0.33,1,0,0
625.0,0.48,0.17,1.3525,0.6235,278.0,365.0,1,0,0
625.0,0.49,175.0,1.3325,0.5705,271.0,405.0,0,0,1
625.0,475.0,175.0,1.1435,0.4755,0.2475,349.0,1,0,0
625.0,485.0,0.2,1.38,0.5845,302.0,401.0,1,0,0
0.63,485.0,155.0,1278.0,637.0,275.0,0.31,0,0,1
0.63,495.0,165.0,1.3075,599.0,284.0,315.0,1,0,0
0.63,0.48,0.15,1.1785,0.5185,248.0,0.3235,0,0,1
635.0,0.49,175.0,1375.0,623.0,0.2705,395.0,0,0,1
635.0,525.0,185.0,1.4065,684.0,0.3,0.3745,0,0,1
0.64,0.5,175.0,1394.0,0.4935,291.0,0.4,1,0,0
645.0,0.5,155.0,1.2205,0.6145,236.0,0.3185,1,0,0
645.0,0.52,175.0,1636.0,779.0,342.0,432.0,0,0,1
645.0,0.52,175.0,1561.0,709.0,0.3555,0.4,0,0,1
645.0,505.0,165.0,1.4325,684.0,308.0,336.0,1,0,0
645.0,0.5,175.0,1.3385,633.0,299.0,349.0,0,0,1
645.0,0.5,0.16,1.2465,0.5475,327.0,0.3,1,0,0
0.65,0.52,0.21,1.6785,0.6665,308.0,0.46,0,0,1
0.65,525.0,185.0,1622.0,0.6645,0.3225,477.0,0,0,1
655.0,0.46,0.16,1494.0,0.6895,331.0,0.1825,1,0,0
655.0,0.51,175.0,1.6525,0.8515,0.3365,403.0,1,0,0
0.66,505.0,185.0,1528.0,0.69,0.3025,441.0,1,0,0
0.66,535.0,0.19,1.5905,0.6425,297.0,0.5175,0,0,1
0.66,475.0,0.18,1.3695,641.0,294.0,335.0,1,0,0
0.67,525.0,165.0,1.6085,682.0,0.3145,0.4005,0,0,1
675.0,565.0,195.0,1.8375,0.7645,0.3615,553.0,1,0,0
0.68,535.0,185.0,1607.0,0.7245,0.3215,498.0,0,0,1
0.69,525.0,175.0,1.7005,0.8255,362.0,405.0,0,0,1
705.0,535.0,0.18,1685.0,693.0,0.42,0.4045,1,0,0
0.71,565.0,205.0,2198.0,1012.0,0.5225,0.5475,0,0,1
715.0,525.0,185.0,1.56,0.6655,383.0,405.0,1,0,0
735.0,0.6,0.22,2555.0,1.1335,0.44,0.6,1,0,0
195.0,0.15,45.0,0.0375,18.0,6.0,11.0,0,1,0
195.0,135.0,0.04,0.0325,0.0135,5.0,0.0095,0,1,0
225.0,165.0,55.0,59.0,27.0,0.0125,15.0,0,1,0
245.0,0.18,65.0,71.0,0.03,13.0,0.0215,0,1,0
0.25,0.18,65.0,0.0685,0.0245,0.0155,0.0225,0,1,0
265.0,195.0,55.0,84.0,0.0365,0.0175,25.0,0,1,0
285.0,0.22,65.0,96.0,0.0405,0.0205,0.03,0,1,0
0.3,0.22,0.08,0.1255,55.0,0.0265,39.0,0,1,0
315.0,235.0,55.0,151.0,65.0,27.0,39.0,0,1,0
0.32,225.0,85.0,0.1415,0.0675,0.0295,0.0405,0,1,0
0.34,265.0,0.08,0.2015,0.09,0.0475,55.0,0,1,0
0.37,0.28,0.1,221.0,0.1165,0.0265,0.0635,0,1,0
375.0,0.28,0.08,0.2345,0.1125,0.0455,67.0,0,1,0
385.0,0.29,0.08,0.2485,122.0,0.0495,65.0,0,1,0
0.4,0.32,95.0,348.0,194.0,53.0,87.0,0,1,0
0.42,0.32,0.11,0.3625,174.0,0.0635,105.0,0,1,0
0.42,0.31,95.0,279.0,0.1255,51.0,88.0,0,1,0
425.0,325.0,115.0,0.3685,162.0,0.0865,0.1045,0,1,0
435.0,345.0,115.0,418.0,222.0,0.0735,106.0,0,1,0
445.0,345.0,105.0,409.0,0.1675,0.1015,117.0,0,1,0
445.0,0.34,145.0,434.0,0.1945,0.0905,0.13,0,1,0
0.45,365.0,125.0,462.0,0.2135,0.0985,0.1315,0,1,0
0.45,0.33,105.0,0.3715,0.1865,0.0785,0.0975,0,1,0
0.45,0.33,0.11,0.3685,0.16,0.0885,102.0,0,1,0
0.46,0.35,115.0,0.4155,0.18,98.0,0.1175,0,1,0
0.47,0.38,125.0,0.4845,211.0,0.1075,142.0,0,1,0
475.0,0.35,0.11,0.4565,206.0,99.0,0.13,0,1,0
475.0,0.35,0.1,0.4545,0.2165,111.0,115.0,0,1,0
0.49,465.0,125.0,0.5225,235.0,0.13,141.0,0,0,1
0.5,375.0,0.14,0.5495,248.0,112.0,0.1585,0,1,0
0.5,0.38,125.0,519.0,0.2485,0.1135,134.0,0,1,0
505.0,0.39,125.0,0.5445,246.0,0.15,0.1405,1,0,0
0.51,405.0,125.0,0.6795,0.3465,0.1395,182.0,0,1,0
0.51,0.4,125.0,545.0,261.0,115.0,0.1385,1,0,0
515.0,385.0,125.0,0.6115,0.3175,0.1265,0.15,0,1,0
0.52,0.4,145.0,0.7765,0.3525,0.1845,185.0,0,0,1
0.52,0.38,135.0,0.5395,0.2295,133.0,157.0,0,1,0
0.52,0.38,125.0,0.5545,288.0,0.1295,167.0,0,1,0
0.52,0.46,0.15,1019.0,523.0,0.1985,254.0,1,0,0
525.0,0.4,0.14,601.0,0.2625,0.1285,0.1835,0,1,0
525.0,405.0,0.12,0.7555,0.3755,0.1555,201.0,0,0,1
